,title,rank,date,artist,url,region,chart,trend,streams
4641738,Hobby Hobby,1,2019-01-18,MERO,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,Switzerland,top200,NEW_ENTRY,101508.0
4641739,Wenn die Sonne untergeht,2,2019-01-18,"Azet, Zuna",https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb,Switzerland,top200,NEW_ENTRY,56255.0
4641740,DODI,3,2019-01-18,Shindy,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,Switzerland,top200,MOVE_DOWN,47703.0
4641741,Sweet but Psycho,4,2019-01-18,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,Switzerland,top200,MOVE_DOWN,36399.0
4641742,Benzema,5,2019-01-18,Capital Bra,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,Switzerland,top200,MOVE_DOWN,35476.0
4641938,怪美的,1,2019-01-18,Jolin Tsai,https://open.spotify.com/track/0cONHWTIfgEpAuVwbbwGgc,Taiwan,top200,MOVE_UP,23372.0
4641939,Dancing With A Stranger (with Normani),2,2019-01-18,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,Taiwan,top200,MOVE_DOWN,22233.0
4641940,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,3,2019-01-18,A-Lin,https://open.spotify.com/track/3ayrHkyorPEpeOBvZ76SwG,Taiwan,top200,MOVE_DOWN,22211.0
4641941,浪流連,4,2019-01-18,EggPlantEgg,https://open.spotify.com/track/2GJ9TC1R5yzZ2gYPKGPGyp,Taiwan,top200,MOVE_UP,21780.0
4641942,Without Me,5,2019-01-18,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,Taiwan,top200,MOVE_DOWN,20471.0
4642616,Sunflower - Spider-Man: Into the Spider-Verse,1,2019-01-18,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,Thailand,top200,SAME_POSITION,30815.0
4642617,SOLO,2,2019-01-18,JENNIE,https://open.spotify.com/track/2wVDWtLKXunswWecARNILj,Thailand,top200,SAME_POSITION,27563.0
4642618,ลาลาลอย (100%),3,2019-01-18,The Toys,https://open.spotify.com/track/3f3L2MP4oniV1bmSxGbcW4,Thailand,top200,SAME_POSITION,23799.0
4642619,ซ่อนกลิ่น,4,2019-01-18,Palmy,https://open.spotify.com/track/7woh2lJvyILYxSQ1kXTI3d,Thailand,top200,SAME_POSITION,23140.0
4642620,เสือสิ้นลาย,5,2019-01-18,"F.HERO, YOUNGOHM, P-Hot, FYMME",https://open.spotify.com/track/42pEFPN6KrUydf2ufdampZ,Thailand,top200,MOVE_UP,19250.0
4642816,Bir İhtimal Biliyorum,1,2019-01-18,Gülşen,https://open.spotify.com/track/24mpJgP2YZUBif9NvmYyh4,Turkey,top200,SAME_POSITION,109011.0
4642817,3 2 1,2,2019-01-18,Ben Fero,https://open.spotify.com/track/15DPWEQ73JEW3pfyU6EcmR,Turkey,top200,SAME_POSITION,96861.0
4642818,Kıskanç,3,2019-01-18,"Kubilay Karça, Şehinşah",https://open.spotify.com/track/4NkKfZe4USK76vt2dVnIQ8,Turkey,top200,SAME_POSITION,91665.0
4642819,Kural Ne Bilmiyorum,4,2019-01-18,Istanbul Trip,https://open.spotify.com/track/23z6Ev2iQ48ho1MJI6tsVX,Turkey,top200,SAME_POSITION,85682.0
4642820,Sana Doğru,5,2019-01-18,Bora Duran,https://open.spotify.com/track/79sYvkdnJGFrYx67nBL5Nk,Turkey,top200,SAME_POSITION,76205.0
4643015,7 rings,1,2019-01-18,Ariana Grande,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,United Kingdom,top200,NEW_ENTRY,809992.0
4643016,Sweet but Psycho,2,2019-01-18,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,United Kingdom,top200,MOVE_DOWN,446060.0
4643017,Wow.,3,2019-01-18,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United Kingdom,top200,MOVE_DOWN,398285.0
4643018,Dancing With A Stranger (with Normani),4,2019-01-18,Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,United Kingdom,top200,MOVE_UP,352187.0
4643019,"thank u, next",5,2019-01-18,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,United Kingdom,top200,MOVE_DOWN,351815.0
4648199,7 rings,1,2019-01-18,Ariana Grande,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,United States,top200,NEW_ENTRY,3847877.0
4648200,Sunflower - Spider-Man: Into the Spider-Verse,2,2019-01-18,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,United States,top200,MOVE_DOWN,2118242.0
4648201,Wow.,3,2019-01-18,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,United States,top200,MOVE_DOWN,1860176.0
4648202,Going Bad (feat. Drake),4,2019-01-18,Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,United States,top200,MOVE_DOWN,1470454.0
4648203,Without Me,5,2019-01-18,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,United States,top200,SAME_POSITION,1345243.0
4648401,Calma - Remix,1,2019-01-18,"Pedro Capó, Farruko",https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,Uruguay,top200,SAME_POSITION,30110.0
4648402,Adan y Eva,2,2019-01-18,Paulo Londra,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,Uruguay,top200,SAME_POSITION,24129.0
4648403,Leña para el Carbón,3,2019-01-18,DJ Alex,https://open.spotify.com/track/5lcL51XmmTrQy09H85wIJZ,Uruguay,top200,SAME_POSITION,18066.0
4648404,Desconocidos,4,2019-01-18,"Mau y Ricky, Manuel Turizo, Camilo",https://open.spotify.com/track/0s5DNDV6LAKn2u2Ufa3VjQ,Uruguay,top200,SAME_POSITION,15860.0
4648405,Adictiva,5,2019-01-18,"Daddy Yankee, Anuel AA",https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,Uruguay,top200,SAME_POSITION,14566.0
4648601,7 rings,1,2019-01-18,Ariana Grande,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,Vietnam,top200,NEW_ENTRY,8118.0
4648602,"thank u, next",2,2019-01-18,Ariana Grande,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,Vietnam,top200,SAME_POSITION,5439.0
4648603,Without Me,3,2019-01-18,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,Vietnam,top200,MOVE_DOWN,5225.0
4648604,Anh Đếch Cần Gì Nhiều Ngoài Em,4,2019-01-18,"Đen, Thành Đồng, Vũ.",https://open.spotify.com/track/7GxSshyjKx46dlIV2UoVrc,Vietnam,top200,MOVE_DOWN,5182.0
4648605,Sunflower - Spider-Man: Into the Spider-Verse,5,2019-01-18,"Post Malone, Swae Lee",https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,Vietnam,top200,SAME_POSITION,5048.0
